FID,RL_Eg_m,RL_Eg_s,RL_Cm_m,RL_Cm_s,RL_Ca_m,RL_Ca_s,RL_Ch_m,RL_Ch_s,RL_Cm_n,RL_Ca_n,RL_Ch_n,Node_den
138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
139,7.15587192118226,1.11517871796476,6.3026551724138,0.994053843190632,14.3764137931034,2.6130795694815,5.19520689655174,5.19520689655174,182.777,416.916,150.661,81.8586176036363
140,4.59071428571429,2.76451080922927,3.87100000000002,2.0826598335269,14.397,2.61450860137335,4.49214285714285,4.49214285714285,27.0970000000001,100.779,31.445,27.8242977395617
141,3.881,0.928278353028164,5.435,2.99804323905833,14.4085,2.61365815648468,5.187,5.187,10.87,28.817,10.374,18.4830460102987
142,NaN,NaN,7.479,2.38521450780601,14.424,2.64181816240315,0,0,7.479,14.424,0,9.63759795145428
143,4.772,1.8081165021329,6.684,2.48149185003735,14.377,2.62073257682641,4.851,4.851,13.368,28.754,9.702,31.8684940957808
144,NaN,NaN,9.716,4.74782959739353,15.121,3.26696067194449,9.131,9.131,9.716,15.121,9.131,20.4518971047181
145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
147,7.89285714285712,1.52351269512336,7.63685714285715,1.2928226841038,14.4064285714286,2.60907572785933,6.20257142857142,6.20257142857142,53.4580000000001,100.845,43.4179999999999,44.3911327312349
148,6.82749999999993,1.8485037927544,7.728,2.02672731851712,14.45075,2.61956562459535,7.3205,7.3205,30.912,57.803,29.282,41.2076156611675
149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
150,12.6333333333334,4.27971109283667,9.5785,3.09680124126944,15.49825,2.54244438699472,8.09325,8.09325,38.314,61.993,32.373,61.5985452896636
151,8.48100000000004,4.48193336928682,11.0466666666667,5.60814349813893,15.9253333333333,3.43449795758639,7.683,7.683,33.14,47.776,23.049,35.7138969738742
152,NaN,NaN,8.117,6.67321832722735,15.4,3.40875631566993,0,0,8.117,15.4,0,10.8949877593343
153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
154,113.091472222222,8.5213656888609,72.3882222222221,6.64852940427698,74.5411111111111,5.77812544405427,0,0,651.493999999999,670.87,0,67.2116103288583
155,72.3920833333334,5.74494097147631,41.0995555555556,4.58956866014281,45.9207777777778,3.76470391937252,3.26566666666666,3.26566666666666,369.896,413.287,29.391,21.160814409769
156,5.54633333333331,2.58506010722772,6.28625,3.04088727724869,14.495,2.57803146727232,4.933,4.933,25.145,57.98,19.732,20.2369160320404
157,7.99060000000006,3.38524615523474,7.76516666666666,2.78849643199344,14.6468333333333,2.52977398106712,6.98816666666666,6.98816666666666,46.591,87.881,41.929,23.1341243281978
158,8.15771428571427,3.41440921537875,8.0997142857143,2.7722066925597,14.7862857142857,2.59122929219993,6.86814285714287,6.86814285714287,56.6980000000001,103.504,48.0770000000001,20.8319788379453
159,NaN,NaN,6.058,3.11132067076289,14.395,2.61798182362463,4.564,4.564,6.058,14.395,4.564,9.34847121498675
160,11.5021,3.6918552768744,9.7414,3.21852216474035,15.4102,2.62117655386403,8.15659999999999,8.15659999999999,48.707,77.051,40.783,12.1536248082725
